instr,entry,exit,year,dir,ret,win,bars_held,w_fz,fav_exitbar_bps,filled,fill_pos,exit_pos,bars_saved,L,delta_ret,delta_bps
EURUSD,2019-01-24 20:00:00+00:00,2019-01-25 12:00:00+00:00,2019,1,0.00742515181783625,True,4,1.4778230955408544,9.300529954724308,True,4252,4252,0,1.1374552,-0.00200201545179717,-20.0201545179717
EURCHF,2019-01-29 20:00:00+00:00,2019-02-06 04:00:00+00:00,2019,-1,-0.0023645160787839304,False,33,0.7875165281461433,10.359734491870688,False,-1,4300,0,,0.0,0.0
USDCHF,2019-02-06 20:00:00+00:00,2019-02-10 20:00:00+00:00,2019,-1,0.002803859547590885,True,13,0.8288885854564831,4.703151111245349,False,-1,4317,0,,0.0,0.0
EURUSD,2019-02-11 16:00:00+00:00,2019-02-18 00:00:00+00:00,2019,1,0.0035915717782272973,True,27,0.6573940184218996,6.715441982114585,True,4349,4349,0,1.1315614,-0.0001406514663757937,-1.4065146637579369
AUDCAD,2019-02-24 20:00:00+00:00,2019-02-25 12:00:00+00:00,2019,1,0.005101999558825885,True,4,0.9304237449082388,1.994332703897953,True,4383,4383,0,0.942456115464,-0.002585532730598906,-25.855327305989057
USDJPY,2019-02-25 20:00:00+00:00,2019-02-26 12:00:00+00:00,2019,-1,0.0027108203158418952,True,4,1.2386586625547205,6.050644800057172,True,4389,4389,0,110.67542000000002,0.0005095461095099292,5.095461095099291
EURJPY,2019-02-25 20:00:00+00:00,2019-02-27 04:00:00+00:00,2019,-1,0.004544088768858528,True,8,1.0417270610790097,3.6965971162041376,False,-1,4393,0,,0.0,0.0
GBPJPY,2019-02-26 12:00:00+00:00,2019-03-05 12:00:00+00:00,2019,-1,-0.0008964393735535329,False,31,0.5642708112380702,6.643568009121451,False,-1,4420,0,,0.0,0.0
EURGBP,2019-02-26 12:00:00+00:00,2019-03-01 16:00:00+00:00,2019,1,0.003464828550124095,True,19,0.892072768315666,1.2036007122098686,False,-1,4408,0,,0.0,0.0
GBPUSD,2019-02-26 12:00:00+00:00,2019-03-01 16:00:00+00:00,2019,-1,0.0038292617530767733,True,19,0.634489432004545,2.2746227917201223,False,-1,4408,0,,0.0,0.0
GBPAUD,2019-02-27 12:00:00+00:00,2019-03-05 12:00:00+00:00,2019,-1,0.006471741107097321,True,25,1.116742196668882,10.290374775111916,False,-1,4420,0,,0.0,0.0
AUDCAD,2019-02-28 20:00:00+00:00,2019-03-01 12:00:00+00:00,2019,1,0.004699353550696449,True,4,1.7685817273211448,10.292130634811897,False,-1,4407,0,,0.0,0.0
AUDNZD,2019-03-11 00:00:00+00:00,2019-03-14 12:00:00+00:00,2019,1,-0.00039236988035522014,False,21,0.8515235034317511,3.3410976111100514,False,-1,4462,0,,0.0,0.0
EURCAD,2019-03-20 20:00:00+00:00,2019-03-22 12:00:00+00:00,2019,-1,0.0038315051139113736,True,10,2.4557032031477037,5.871451387123374,True,4499,4500,1,1.5116331936579999,0.0006451818107159646,6.451818107159646
AUDCHF,2019-03-22 00:00:00+00:00,2019-03-26 04:00:00+00:00,2019,1,0.00378916574959314,True,14,0.9060350845588602,0.0,True,4511,4511,0,0.707884284718,-0.0004875671377955997,-4.875671377955997
NZDCAD,2019-03-22 16:00:00+00:00,2019-03-27 00:00:00+00:00,2019,-1,0.012937861361392527,True,15,1.2125090480479768,5.493551519580629,True,4515,4515,0,0.9181768317479999,-0.007853679978281652,-78.53679978281653
AUDCAD,2019-03-25 16:00:00+00:00,2019-03-27 04:00:00+00:00,2019,-1,0.0025939074941458613,True,9,0.7331379832553421,1.285244604060369,False,-1,4517,0,,0.0,0.0
AUDCAD,2019-04-10 20:00:00+00:00,2019-04-18 12:00:00+00:00,2019,-1,-0.001985540330778985,False,35,0.6312193755783867,2.018379459005294,False,-1,4618,0,,0.0,0.0
EURAUD,2019-04-10 20:00:00+00:00,2019-04-11 12:00:00+00:00,2019,1,0.004034066142434007,True,4,1.0517691849619717,3.4601918891377803,True,4587,4587,0,1.5790123552135202,-0.0007166720402506515,-7.166720402506515
GBPUSD,2019-04-21 20:00:00+00:00,2019-04-29 04:00:00+00:00,2019,1,-0.004156323962362188,False,33,0.5832953602068959,5.100976141342507,False,-1,4660,0,,0.0,0.0
NZDCAD,2019-04-22 04:00:00+00:00,2019-04-25 16:00:00+00:00,2019,1,0.0006466417308292092,True,21,0.568253736451229,7.728400189697379,False,-1,4649,0,,0.0,0.0
NZDUSD,2019-04-24 04:00:00+00:00,2019-04-26 04:00:00+00:00,2019,1,0.003289424049009448,True,12,1.0287184296906264,5.112935727390402,False,-1,4652,0,,0.0,0.0
AUDCAD,2019-05-06 00:00:00+00:00,2019-05-07 04:00:00+00:00,2019,1,0.003527259923772962,True,7,1.1813744647415925,20.05280284597295,True,4697,4697,0,0.94463141573,0.0011553100672884215,11.553100672884215
EURAUD,2019-05-06 00:00:00+00:00,2019-05-07 04:00:00+00:00,2019,-1,0.006663527460605302,True,7,1.3131428397215945,19.31807383143847,True,4697,4697,0,1.5921576247468514,0.00102441863750392,10.244186375039199
NZDUSD,2019-05-08 04:00:00+00:00,2019-05-10 16:00:00+00:00,2019,1,0.0004549038636502071,True,15,0.7056150818560009,6.971281351820942,False,-1,4717,0,,0.0,0.0
EURAUD,2019-05-09 16:00:00+00:00,2019-05-20 00:00:00+00:00,2019,-1,-0.0050995805668769675,False,40,1.0840865866780978,1.884887953022534,True,4752,4752,0,1.6128549415558058,-7.802861218118116e-05,-0.7802861218118116
AUDCAD,2019-05-10 20:00:00+00:00,2019-05-23 12:00:00+00:00,2019,1,-0.010530911593565584,False,54,0.6035424710658496,4.038402055222553,True,4773,4773,0,0.9284711026000001,-0.000478723357485523,-4.787233574855231
AUDUSD,2019-05-14 08:00:00+00:00,2019-05-20 04:00:00+00:00,2019,1,-0.0023751943340820387,False,24,0.8547439967516334,2.3085691200030154,False,-1,4753,0,,0.0,0.0
AUDCHF,2019-05-15 08:00:00+00:00,2019-05-20 00:00:00+00:00,2019,1,0.002835660412823451,True,17,0.600920805901218,2.404874580551855,False,-1,4752,0,,0.0,0.0
GBPUSD,2019-05-15 20:00:00+00:00,2019-05-24 16:00:00+00:00,2019,1,-0.01029078072152233,False,42,1.0175486071857869,13.842245589750316,False,-1,4780,0,,0.0,0.0
GBPJPY,2019-05-17 12:00:00+00:00,2019-05-21 12:00:00+00:00,2019,1,0.008190204924729378,True,13,0.7059222902962456,37.441338818522986,True,4761,4761,0,141.2397287576,0.0019539881319393325,19.539881319393327
EURGBP,2019-05-17 16:00:00+00:00,2019-05-29 12:00:00+00:00,2019,-1,-0.005289746015760541,False,49,0.6238345307179762,20.352906058411,True,4798,4798,0,0.8804380066172327,0.001417657724421855,14.176577244218551
NZDCAD,2019-05-21 04:00:00+00:00,2019-05-23 12:00:00+00:00,2019,1,0.004881891764315028,True,14,0.6267751866114671,4.147064129677863,False,-1,4772,0,,0.0,0.0
EURCAD,2019-05-21 12:00:00+00:00,2019-05-23 12:00:00+00:00,2019,1,0.004292919397233757,True,12,0.9509156025341561,3.406234719190927,True,4773,4773,0,1.503301369204,-0.0010514695530802374,-10.514695530802374
AUDCHF,2019-05-24 04:00:00+00:00,2019-05-26 20:00:00+00:00,2019,1,0.003803577251723972,True,5,0.5826424514042908,6.916461630488771,False,-1,4782,0,,0.0,0.0
EURJPY,2019-05-29 08:00:00+00:00,2019-06-04 12:00:00+00:00,2019,1,-0.002127629899555706,False,26,1.549930981215244,8.060534657485377,False,-1,4823,0,,0.0,0.0
EURCHF,2019-05-31 04:00:00+00:00,2019-06-06 16:00:00+00:00,2019,1,-0.001958850133311242,False,28,0.6980417204786459,2.645195699114174,False,-1,4836,0,,0.0,0.0
GBPJPY,2019-05-31 08:00:00+00:00,2019-06-05 08:00:00+00:00,2019,1,0.006544046442851638,True,19,0.7642911442842483,12.82807636537044,False,-1,4828,0,,0.0,0.0
EURGBP,2019-05-31 12:00:00+00:00,2019-06-03 04:00:00+00:00,2019,-1,0.0002887355300231448,True,5,2.4557032031477037,2.136288699876459,False,-1,4815,0,,0.0,0.0
USDCAD,2019-05-31 12:00:00+00:00,2019-06-03 12:00:00+00:00,2019,-1,0.0036975137917266703,True,7,0.7447517904128835,10.763064133016266,True,4817,4817,0,1.3479906,-0.0005846249408423854,-5.846249408423854
GBPUSD,2019-05-31 12:00:00+00:00,2019-05-31 16:00:00+00:00,2019,1,0.0019494490429076473,True,1,1.6790433227640258,0.0,False,-1,4811,0,,0.0,0.0
GBPCHF,2019-05-31 12:00:00+00:00,2019-06-07 04:00:00+00:00,2019,1,-0.0029744803625420813,False,29,0.7734877709900542,8.330914454903647,False,-1,4839,0,,0.0,0.0
EURCAD,2019-06-03 20:00:00+00:00,2019-06-04 12:00:00+00:00,2019,-1,0.0023624511021232784,True,4,0.7720314540437876,0.827737119170773,False,-1,4823,0,,0.0,0.0
EURGBP,2019-06-10 12:00:00+00:00,2019-06-12 08:00:00+00:00,2019,-1,0.0034679266985327413,True,11,1.392515560581874,10.394342371897315,True,4859,4859,0,0.8878175241905114,0.0005601187702417779,5.6011877024177785
EURAUD,2019-06-13 04:00:00+00:00,2019-06-18 12:00:00+00:00,2019,-1,0.002664158055375246,True,21,0.7269052939931019,10.28825737771992,True,4885,4885,0,1.6283518420202836,0.0007311041014530553,7.311041014530552
AUDUSD,2019-06-17 20:00:00+00:00,2019-06-20 00:00:00+00:00,2019,1,0.0063050045973993395,True,13,0.6137012082141833,16.242948095079402,False,-1,4894,0,,0.0,0.0
AUDNZD,2019-06-20 04:00:00+00:00,2019-06-21 04:00:00+00:00,2019,1,0.0031807270386835455,True,6,1.3456524126192166,3.5184315921362965,False,-1,4900,0,,0.0,0.0
USDCHF,2019-06-20 08:00:00+00:00,2019-06-27 00:00:00+00:00,2019,1,-0.0054198341571346145,False,29,0.5641220017110737,0.6122573930086329,False,-1,4925,0,,0.0,0.0
EURUSD,2019-06-21 20:00:00+00:00,2019-06-28 20:00:00+00:00,2019,-1,-7.037545304213765e-05,False,31,0.8962287435361479,1.4074471547590188,False,-1,4936,0,,0.0,0.0
NZDUSD,2019-06-25 16:00:00+00:00,2019-07-01 20:00:00+00:00,2019,-1,-0.004517051870812236,False,26,0.6056777756885396,9.743958745578333,False,-1,4942,0,,0.0,0.0
EURCAD,2019-07-01 08:00:00+00:00,2019-07-10 04:00:00+00:00,2019,1,-0.009140488994688396,False,42,0.6606170747129224,2.8906275271921484,False,-1,4982,0,,0.0,0.0
GBPUSD,2019-07-05 16:00:00+00:00,2019-07-11 00:00:00+00:00,2019,1,0.0006706452965009452,True,21,1.2475166264188455,3.5104235645159685,False,-1,4987,0,,0.0,0.0
NZDCAD,2019-07-08 16:00:00+00:00,2019-07-10 12:00:00+00:00,2019,1,0.004605807830672037,True,11,0.5689173602385558,12.779823442419067,True,4983,4983,0,0.872280985606,0.0012590727600486798,12.590727600486797
GBPAUD,2019-07-15 08:00:00+00:00,2019-07-23 12:00:00+00:00,2019,1,-0.0033461965640365215,False,38,0.6108482902095324,2.2092710413214096,True,5040,5040,0,1.7781528816104577,-0.0002862763818408732,-2.8627638184087316
GBPCHF,2019-07-16 08:00:00+00:00,2019-07-18 08:00:00+00:00,2019,1,0.004398810267670937,True,12,2.4557032031477037,17.017927824748057,False,-1,5020,0,,0.0,0.0
EURGBP,2019-07-16 08:00:00+00:00,2019-07-18 08:00:00+00:00,2019,-1,0.004534076570765173,True,12,1.9666415508700248,5.391637940581586,True,5020,5020,0,0.8995710089098037,-0.0012251859026062575,-12.251859026062574
EURAUD,2019-07-16 12:00:00+00:00,2019-07-24 00:00:00+00:00,2019,1,-0.0007347853313013728,False,34,0.7425550489085643,3.8710221465510073,False,-1,5043,0,,0.0,0.0
AUDNZD,2019-07-17 12:00:00+00:00,2019-07-22 20:00:00+00:00,2019,1,0.0015708831867191453,True,21,0.9957176666636838,3.0989340477729375,False,-1,5035,0,,0.0,0.0
GBPJPY,2019-07-18 04:00:00+00:00,2019-07-19 00:00:00+00:00,2019,1,0.004176630574787393,True,5,0.7436342976887118,4.130763523319837,False,-1,5024,0,,0.0,0.0
EURJPY,2019-07-18 12:00:00+00:00,2019-07-25 12:00:00+00:00,2019,1,0.0010866710821049194,True,31,0.9031978253036872,19.4538559713352,True,5052,5052,0,120.9904133858,-0.0011439875016503356,-11.439875016503356
EURCHF,2019-07-19 12:00:00+00:00,2019-07-25 12:00:00+00:00,2019,1,0.001611619059754279,True,25,0.8348729958191701,9.043182182340134,True,5052,5052,0,1.103643527492,-0.0004745460415015014,-4.745460415015014
EURUSD,2019-07-25 12:00:00+00:00,2019-07-30 08:00:00+00:00,2019,1,-0.000403395695319602,False,18,0.7031121789253906,1.793545031431679,False,-1,5070,0,,0.0,0.0
AUDCAD,2019-07-30 16:00:00+00:00,2019-08-07 12:00:00+00:00,2019,1,-0.004641635003473928,False,36,0.6534558007285792,0.6001230252205345,False,-1,5108,0,,0.0,0.0
USDJPY,2019-08-01 04:00:00+00:00,2019-08-01 12:00:00+00:00,2019,-1,0.007715250447841884,True,2,1.2712501042984072,12.374294711374224,True,5083,5083,0,108.46562,-0.0016183180926899866,-16.183180926899865
EURCHF,2019-08-02 12:00:00+00:00,2019-08-13 16:00:00+00:00,2019,1,-0.0007638306042781358,False,45,1.1230610811592217,2.540684497538574,True,5133,5134,1,1.091200489802,0.00043576160275202657,4.357616027520265
GBPUSD,2019-08-09 12:00:00+00:00,2019-08-15 08:00:00+00:00,2019,1,0.004055267502824293,True,24,2.4557032031477037,14.671337317124376,True,5144,5144,0,1.2106284,-0.0021697316802674017,-21.697316802674017
AUDNZD,2019-08-19 00:00:00+00:00,2019-08-23 12:00:00+00:00,2019,-1,0.0005400543768136708,True,27,0.8372265031586332,4.086599677930657,True,5181,5181,0,1.0553473919139282,3.9934198224183806e-05,0.39934198224183803
NZDCAD,2019-08-19 12:00:00+00:00,2019-08-20 00:00:00+00:00,2019,1,0.0008133448045126244,True,3,0.695073584584234,5.632869536000883,True,5160,5160,0,0.855180154932,0.00020772044843813975,2.0772044843813977
NZDUSD,2019-08-19 20:00:00+00:00,2019-09-03 12:00:00+00:00,2019,1,-0.01256889471794147,False,66,0.7379220170734114,1.4229473983783854,False,-1,5225,0,,0.0,0.0
NZDCAD,2019-08-22 04:00:00+00:00,2019-09-03 12:00:00+00:00,2019,1,-0.006957279880181042,False,52,0.9842695299633609,2.5013084935383096,True,5181,5225,44,0.8532797645539999,0.011810080218120063,118.10080218120062
GBPAUD,2019-08-23 12:00:00+00:00,2019-08-29 04:00:00+00:00,2019,-1,0.00393574513301774,True,23,0.6607934063060861,8.002916815554464,False,-1,5205,0,,0.0,0.0
EURJPY,2019-08-23 16:00:00+00:00,2019-08-29 04:00:00+00:00,2019,1,0.0016271998154774522,True,22,0.6132366465344343,3.3529882125568244,True,5189,5205,16,117.94336726719999,0.0030486738428645082,30.486738428645083
AUDCHF,2019-08-26 00:00:00+00:00,2019-08-26 08:00:00+00:00,2019,1,0.007135990261706765,True,2,2.4557032031477037,12.046780290772524,True,5188,5188,0,0.662531603452,-0.000460745580867331,-4.6074558086733095
EURAUD,2019-08-26 00:00:00+00:00,2019-08-26 08:00:00+00:00,2019,-1,0.005552561528492258,True,2,2.4557032031477037,7.085787051059112,False,-1,5188,0,,0.0,0.0
AUDNZD,2019-08-28 08:00:00+00:00,2019-09-06 04:00:00+00:00,2019,-1,-0.004391985869933116,False,42,0.6514618723546198,-0.0,False,-1,5241,0,,0.0,0.0
EURUSD,2019-08-30 04:00:00+00:00,2019-09-04 12:00:00+00:00,2019,1,-0.0012502264903061964,False,21,0.6989672465668811,7.619393169759844,False,-1,5232,0,,0.0,0.0
EURJPY,2019-09-02 16:00:00+00:00,2019-09-04 08:00:00+00:00,2019,1,0.004042353364657314,True,10,0.7798608226056055,4.877071981827565,False,-1,5231,0,,0.0,0.0
EURCAD,2019-09-08 20:00:00+00:00,2019-09-12 12:00:00+00:00,2019,1,0.007670765688833219,True,22,0.5909037327757392,3.5511608197604017,True,5269,5269,0,1.4565814444860001,-0.004157473880400788,-41.57473880400788
GBPUSD,2019-09-13 20:00:00+00:00,2019-09-22 20:00:00+00:00,2019,-1,0.0021685291211058417,True,32,0.8505082363004428,3.929619709046782,False,-1,5309,0,,0.0,0.0
AUDNZD,2019-09-16 12:00:00+00:00,2019-09-19 00:00:00+00:00,2019,-1,0.004587947652758017,True,15,1.0025987540193244,5.74829409816736,False,-1,5296,0,,0.0,0.0
GBPAUD,2019-09-17 16:00:00+00:00,2019-09-25 08:00:00+00:00,2019,-1,-0.005234564260741736,False,35,0.9362347095585742,-0.0,False,-1,5324,0,,0.0,0.0
GBPCHF,2019-09-17 16:00:00+00:00,2019-09-20 16:00:00+00:00,2019,-1,0.004445363261699118,True,18,0.6968719263980093,-0.0,False,-1,5307,0,,0.0,0.0
USDCHF,2019-09-18 20:00:00+00:00,2019-09-19 04:00:00+00:00,2019,-1,0.004393311734555919,True,2,1.0907663895464195,3.0225482096436114,False,-1,5298,0,,0.0,0.0
EURGBP,2019-09-20 08:00:00+00:00,2019-09-24 04:00:00+00:00,2019,1,0.0010555752628681682,True,12,0.7430331990973417,4.461472353459052,False,-1,5317,0,,0.0,0.0
EURCAD,2019-09-26 08:00:00+00:00,2019-10-02 12:00:00+00:00,2019,1,0.006307166709344115,True,26,0.9230784059738393,0.6036993336034326,True,5356,5356,0,1.452021291908,-0.0039591869193194166,-39.591869193194164
EURUSD,2019-09-26 08:00:00+00:00,2019-10-02 12:00:00+00:00,2019,1,0.0015458495312142256,True,26,0.6349047003939443,7.854096459264481,True,5356,5356,0,1.095481,0.00046742650152753164,4.674265015275316
NZDUSD,2019-10-01 04:00:00+00:00,2019-10-02 16:00:00+00:00,2019,1,0.005971586804719443,True,9,0.8996257941250762,7.020455053132016,False,-1,5356,0,,0.0,0.0
NZDCAD,2019-10-01 04:00:00+00:00,2019-10-02 12:00:00+00:00,2019,1,0.007329629301208307,True,8,1.2073473192738238,0.6049140598215479,True,5355,5355,0,0.832277926422,-0.0003989124966388913,-3.9891249663889132
AUDCAD,2019-10-01 08:00:00+00:00,2019-10-02 20:00:00+00:00,2019,1,0.005387157379720702,True,9,2.4557032031477037,2.3893227394942893,False,-1,5358,0,,0.0,0.0
EURCHF,2019-10-11 04:00:00+00:00,2019-10-17 12:00:00+00:00,2019,-1,-0.0006240352279603641,False,27,0.6651483475276248,8.050082692793902,False,-1,5424,0,,0.0,0.0
USDCAD,2019-10-17 16:00:00+00:00,2019-10-29 12:00:00+00:00,2019,1,-0.00506687360204501,False,49,0.7380378342621465,1.7586518022354183,False,-1,5474,0,,0.0,0.0
NZDUSD,2019-10-22 04:00:00+00:00,2019-10-24 12:00:00+00:00,2019,-1,0.007501245019920448,True,14,0.6948524791461977,2.6659557451346854,False,-1,5454,0,,0.0,0.0
EURCHF,2019-10-24 04:00:00+00:00,2019-10-25 20:00:00+00:00,2019,-1,0.0021464456250468015,True,10,0.5716079552045685,-0.0,False,-1,5463,0,,0.0,0.0
EURCAD,2019-10-25 16:00:00+00:00,2019-10-29 12:00:00+00:00,2019,1,0.0047986368441627954,True,12,1.309321524446784,0.0,False,-1,5474,0,,0.0,0.0
AUDNZD,2019-10-30 08:00:00+00:00,2019-10-31 08:00:00+00:00,2019,-1,0.004690632670136901,True,6,1.0397418808748349,0.8846251679474714,False,-1,5484,0,,0.0,0.0
AUDCHF,2019-10-31 04:00:00+00:00,2019-10-31 12:00:00+00:00,2019,-1,0.005122607346180691,True,2,0.8272243970819831,-0.0,False,-1,5486,0,,0.0,0.0
EURAUD,2019-11-05 12:00:00+00:00,2019-11-11 08:00:00+00:00,2019,1,0.0017800242524341648,True,24,1.306763414826067,0.0,False,-1,5529,0,,0.0,0.0
AUDNZD,2019-11-06 08:00:00+00:00,2019-11-11 00:00:00+00:00,2019,-1,0.0014138736880689325,True,17,0.5669283221018938,3.5767011335971466,False,-1,5526,0,,0.0,0.0
NZDCAD,2019-11-19 20:00:00+00:00,2019-11-27 20:00:00+00:00,2019,-1,0.0015722722549953029,True,37,0.787038678925899,13.61763341138113,True,5605,5605,0,0.85114136047,0.0008975895755241466,8.975895755241467
AUDNZD,2019-11-26 00:00:00+00:00,2019-12-11 00:00:00+00:00,2019,1,-0.011462053839885805,False,68,0.581914933358929,0.9391586841828762,False,-1,5662,0,,0.0,0.0
NZDCAD,2019-12-02 04:00:00+00:00,2019-12-05 08:00:00+00:00,2019,-1,-0.003582011500618419,False,19,2.11694370074439,2.5870959108715943,False,-1,5639,0,,0.0,0.0
EURCHF,2019-12-18 20:00:00+00:00,2019-12-26 12:00:00+00:00,2019,1,-0.0005395327570765909,False,32,0.64102540628309,0.0,False,-1,5731,0,,0.0,0.0
USDCHF,2019-12-19 20:00:00+00:00,2019-12-20 12:00:00+00:00,2019,1,0.0033730604902180465,True,4,0.71611563608589,6.010043903880965,False,-1,5709,0,,0.0,0.0
EURAUD,2019-12-20 16:00:00+00:00,2020-01-02 00:00:00+00:00,2020,1,-0.002779688139512419,False,44,1.2385568434500769,0.0,False,-1,5754,0,,0.0,0.0
NZDUSD,2019-12-23 16:00:00+00:00,2020-01-02 08:00:00+00:00,2020,-1,-0.007789546639345512,False,39,0.5649459042545077,5.980771818604192,False,-1,5755,0,,0.0,0.0
USDCAD,2019-12-26 20:00:00+00:00,2020-01-07 12:00:00+00:00,2020,1,-0.007436503699183699,False,43,0.858462524506789,11.67963977532035,False,-1,5776,0,,0.0,0.0
AUDUSD,2019-12-27 12:00:00+00:00,2020-01-03 00:00:00+00:00,2020,-1,0.0019336264806566414,True,23,0.630955032944387,7.893452739744819,False,-1,5760,0,,0.0,0.0
USDCHF,2019-12-27 12:00:00+00:00,2020-01-03 08:00:00+00:00,2020,1,-0.0023978112287246166,False,25,2.4557032031477037,7.806080525883144,False,-1,5763,0,,0.0,0.0
EURUSD,2019-12-27 16:00:00+00:00,2020-01-02 16:00:00+00:00,2020,-1,0.0018235451863768605,True,20,0.6587648778086752,2.5075450238669745,False,-1,5758,0,,0.0,0.0
EURJPY,2019-12-27 16:00:00+00:00,2019-12-31 00:00:00+00:00,2019,-1,0.004898076764220257,True,9,0.7158843496028402,3.903857226579667,False,-1,5747,0,,0.0,0.0
EURCHF,2020-01-01 20:00:00+00:00,2020-01-02 04:00:00+00:00,2020,1,0.0012031671522495927,True,2,1.5287764798242784,3.30198291330858,True,5755,5755,0,1.08759539904,0.00029775983154895625,2.9775983154895624
EURCAD,2020-01-02 20:00:00+00:00,2020-01-09 12:00:00+00:00,2020,1,0.002309402150305452,True,29,2.2771164941484745,0.0,True,5788,5788,0,1.453622213996,-0.0002755247668086062,-2.7552476680860623
EURCHF,2020-01-08 00:00:00+00:00,2020-01-13 00:00:00+00:00,2020,1,0.00033501901595819173,True,19,1.0394505158814387,1.159468833802802,False,-1,5798,0,,0.0,0.0
EURJPY,2020-01-13 16:00:00+00:00,2020-01-17 12:00:00+00:00,2020,-1,0.001530530372232902,True,23,0.6744628187922873,6.491260380021459,False,-1,5825,0,,0.0,0.0
EURCHF,2020-01-14 12:00:00+00:00,2020-01-22 04:00:00+00:00,2020,1,0.0002757108159865477,True,35,2.4557032031477037,1.3233975868897019,True,5842,5842,0,1.076627863502,-0.0007426159677059301,-7.426159677059301
USDCHF,2020-01-16 12:00:00+00:00,2020-01-19 20:00:00+00:00,2020,1,0.004076129233003439,True,9,0.9833534275134368,0.8263353062085566,False,-1,5829,0,,0.0,0.0
EURCAD,2020-01-20 16:00:00+00:00,2020-01-21 08:00:00+00:00,2020,1,0.0026163564219808546,True,4,0.6252855139398613,3.993781687197285,False,-1,5837,0,,0.0,0.0
EURCHF,2020-01-27 12:00:00+00:00,2020-01-28 16:00:00+00:00,2020,1,0.0036075918964598146,True,7,1.5621609838188746,2.3613975533237657,False,-1,5870,0,,0.0,0.0
AUDCAD,2020-01-28 20:00:00+00:00,2020-02-03 20:00:00+00:00,2020,1,-0.001434542424659552,False,25,0.6984789873953895,3.506539173984796,False,-1,5896,0,,0.0,0.0
EURAUD,2020-01-28 20:00:00+00:00,2020-02-04 12:00:00+00:00,2020,-1,-0.007178147067369972,False,29,0.6822832871415473,5.240705218941146,False,-1,5900,0,,0.0,0.0
NZDUSD,2020-01-30 08:00:00+00:00,2020-02-04 20:00:00+00:00,2020,1,-0.002688791580241175,False,22,0.6593725432940964,15.71237118166306,False,-1,5901,0,,0.0,0.0
NZDCAD,2020-01-30 20:00:00+00:00,2020-02-03 16:00:00+00:00,2020,1,0.0031605453308772664,True,12,0.6491558264388583,2.081810404834533,False,-1,5894,0,,0.0,0.0
USDCAD,2020-02-03 16:00:00+00:00,2020-02-11 08:00:00+00:00,2020,-1,0.0003535323143576529,True,35,0.7240603309989347,0.9782453288782798,False,-1,5930,0,,0.0,0.0
NZDUSD,2020-02-07 12:00:00+00:00,2020-02-12 00:00:00+00:00,2020,1,0.007660025897439895,True,16,1.0323072912738802,25.542981872222075,True,5933,5933,0,0.6445012,-0.0022917056730950005,-22.917056730950005
NZDCAD,2020-02-07 12:00:00+00:00,2020-02-12 00:00:00+00:00,2020,1,0.005753742254886524,True,16,0.7325927408601081,24.83289596214062,True,5933,5933,0,0.855916393764,-0.002318536086494094,-23.18536086494094
EURUSD,2020-02-07 12:00:00+00:00,2020-02-21 12:00:00+00:00,2020,1,-0.010151774964427785,False,62,0.8446109070442125,9.951532351696294,True,5980,5980,0,1.0838318,-0.0013027099504710074,-13.027099504710074
AUDNZD,2020-02-11 00:00:00+00:00,2020-02-12 00:00:00+00:00,2020,-1,0.007491235442786615,True,6,0.5593633446690929,17.497374570179254,True,5933,5933,0,1.0412046442479435,0.0004321087395842312,4.321087395842312
EURGBP,2020-02-12 16:00:00+00:00,2020-02-19 16:00:00+00:00,2020,1,-0.0036996894427676038,False,31,0.5704176534424245,8.081970076152295,False,-1,5969,0,,0.0,0.0
AUDCAD,2020-02-19 16:00:00+00:00,2020-02-27 08:00:00+00:00,2020,1,-0.006476215646335311,False,35,1.5104194809690452,0.0,False,-1,6004,0,,0.0,0.0
GBPJPY,2020-02-19 20:00:00+00:00,2020-02-24 08:00:00+00:00,2020,-1,0.00042872632388806366,True,16,0.9396495745657238,13.056741345264331,False,-1,5986,0,,0.0,0.0
GBPUSD,2020-02-20 12:00:00+00:00,2020-02-21 12:00:00+00:00,2020,1,0.006288453700289121,True,6,0.8483673206646067,11.726404468377018,False,-1,5980,0,,0.0,0.0
GBPAUD,2020-02-24 00:00:00+00:00,2020-02-27 08:00:00+00:00,2020,-1,-0.0002911754388570685,False,20,0.7687920996485942,9.409117945205631,False,-1,6004,0,,0.0,0.0
AUDCHF,2020-02-26 12:00:00+00:00,2020-03-04 20:00:00+00:00,2020,1,-0.010598760028777812,False,33,0.5963567339124032,1.1856987771734908,False,-1,6032,0,,0.0,0.0
EURAUD,2020-02-26 12:00:00+00:00,2020-03-04 12:00:00+00:00,2020,-1,-0.014959681906816695,False,31,0.69116524235267,26.828043321577358,False,-1,6030,0,,0.0,0.0
EURCHF,2020-03-08 20:00:00+00:00,2020-03-16 20:00:00+00:00,2020,1,0.001236712298883712,True,37,1.5565928076819198,10.52063114689901,True,6050,6082,32,1.063829432296,0.0059524045768743344,59.52404576874334
EURJPY,2020-03-09 00:00:00+00:00,2020-03-10 08:00:00+00:00,2020,1,0.016224891496266994,True,8,0.9899381683090726,34.58443418465753,True,6054,6054,0,119.2838537398,0.003333577226849237,33.33577226849237
GBPCHF,2020-03-13 16:00:00+00:00,2020-03-20 12:00:00+00:00,2020,1,-0.015902882313618295,False,30,0.7315114478168304,104.75625523257507,False,-1,6104,0,,0.0,0.0
