instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry
USDCHF,2016-06-20 00:00:00+00:00,2016-06-24 00:00:00+00:00,-1,0.9581900000000001,-0.017397384652313223,24,2.021231601338873,0.002291103270745659
GBPUSD,2016-06-20 00:00:00+00:00,2016-06-23 20:00:00+00:00,1,1.460935,-0.0034840701331682795,23,2.01529475387802,0.004624397295909545
USDJPY,2016-06-20 16:00:00+00:00,2016-06-21 16:00:00+00:00,-1,103.8805,-0.009308773061354223,6,1.6809460812702943,0.003887708503813357
AUDUSD,2016-06-21 04:00:00+00:00,2016-06-24 00:00:00+00:00,1,0.74925,-0.020527193860527218,17,2.592202559479155,0.0029118132529948005
NZDUSD,2016-06-21 04:00:00+00:00,2016-06-24 00:00:00+00:00,1,0.71353,-0.017854890474121567,17,1.9113511150554559,0.0029806589147366386
EURUSD,2016-06-23 08:00:00+00:00,2016-06-24 00:00:00+00:00,1,1.13898,-0.03668194349330115,4,2.3432381549995007,0.002268712140945603
USDCHF,2016-06-24 00:00:00+00:00,2016-06-30 16:00:00+00:00,1,0.9748600000000001,0.0016104876597665772,29,4.061710380840782,0.003434264315767639
EURUSD,2016-06-24 00:00:00+00:00,2016-06-29 20:00:00+00:00,-1,1.0972,-0.013698505286183184,24,4.376070430069112,0.007530070530821009
GBPUSD,2016-06-24 00:00:00+00:00,2016-07-12 00:00:00+00:00,-1,1.3443349999999998,0.028430413550193934,75,3.3259071021115734,0.018072335177568906
USDCAD,2016-06-24 00:00:00+00:00,2016-06-29 20:00:00+00:00,1,1.30583,-0.009449928398030534,24,2.8117593449708447,0.004525328362582431
USDJPY,2016-06-24 00:00:00+00:00,2016-06-29 16:00:00+00:00,-1,100.8055,-0.020177470475321205,23,4.1852710660706895,0.009640425854727706
USDJPY,2016-07-06 08:00:00+00:00,2016-07-11 04:00:00+00:00,-1,100.4945,-0.013990815417759256,18,3.0781665473215463,0.0020900881952419506
NZDUSD,2016-07-08 00:00:00+00:00,2016-07-14 08:00:00+00:00,1,0.7268499999999999,-0.00854371603494527,27,2.165650358219754,0.0034519584682303262
USDCHF,2016-07-08 12:00:00+00:00,2016-07-14 08:00:00+00:00,1,0.9844300000000001,-0.006948183212620781,24,2.270346260580641,0.0019122766403043847
AUDUSD,2016-07-08 12:00:00+00:00,2016-07-15 20:00:00+00:00,1,0.75575,0.00215679788289756,33,1.9312846219884439,0.0027245538668521727
EURUSD,2016-07-11 04:00:00+00:00,2016-07-12 04:00:00+00:00,-1,1.1024800000000001,-0.0077461722661635824,6,1.9100919765866362,0.0014941969379539245
USDCAD,2016-07-11 12:00:00+00:00,2016-07-13 12:00:00+00:00,1,1.31269,-0.012622934584707628,12,2.4763179048109376,0.0023681311553222302
USDJPY,2016-07-12 08:00:00+00:00,2016-07-25 20:00:00+00:00,1,103.9005,0.016255937170658548,59,2.1392663102818696,0.003972761136767611
GBPUSD,2016-07-14 08:00:00+00:00,2016-07-19 08:00:00+00:00,1,1.337235,-0.01773809390271703,19,2.089817996371353,0.004710532212600511
NZDUSD,2016-07-17 20:00:00+00:00,2016-07-26 00:00:00+00:00,-1,0.70722,0.00914849693164784,38,2.142139949564828,0.0030813355176927044
EURUSD,2016-07-19 12:00:00+00:00,2016-07-27 16:00:00+00:00,-1,1.10131,-0.003632038209041952,38,1.9852114153323634,0.002114770008844658
AUDUSD,2016-07-20 04:00:00+00:00,2016-07-26 04:00:00+00:00,-1,0.74815,-0.004878700795294984,25,2.0448402493542055,0.0028411489671952097
USDCAD,2016-07-22 04:00:00+00:00,2016-07-28 04:00:00+00:00,1,1.3134000000000001,-0.0005177402162326019,25,2.0964755940140654,0.001380445124146515
GBPUSD,2016-07-26 04:00:00+00:00,2016-07-27 16:00:00+00:00,-1,1.307605,-0.009238263848792401,9,1.360936796992396,0.003069578928214904
USDCHF,2016-07-26 12:00:00+00:00,2016-07-28 04:00:00+00:00,1,0.99243,-0.008776437632880933,10,2.7024829163789925,0.0017878757178535088
USDCHF,2016-07-28 12:00:00+00:00,2016-08-03 16:00:00+00:00,-1,0.9805999999999999,0.007668774219865262,26,2.0097683352947406,0.00240505721755224
USDJPY,2016-07-29 00:00:00+00:00,2016-08-05 12:00:00+00:00,-1,103.49649999999998,0.016908784355026373,34,2.7954335841185727,0.005185480934499724
EURUSD,2016-07-29 08:00:00+00:00,2016-08-03 16:00:00+00:00,1,1.1114100000000002,0.003005191603458734,21,2.376405100468766,0.00176240043274685
NZDUSD,2016-07-29 12:00:00+00:00,2016-08-03 16:00:00+00:00,1,0.72148,-0.007789543715695573,20,3.5943468127562026,0.0042365370974651526
AUDUSD,2016-07-29 20:00:00+00:00,2016-08-12 16:00:00+00:00,1,0.75989,0.006777296713998171,61,3.011920407018928,0.0036378715344156515
GBPUSD,2016-08-02 12:00:00+00:00,2016-08-04 08:00:00+00:00,1,1.3324550000000002,-0.013261235839109209,11,2.766314702626618,0.0027186024671792047
USDCAD,2016-08-04 12:00:00+00:00,2016-08-05 12:00:00+00:00,-1,1.30258,-0.011907138141227257,6,1.697411079367109,0.0018052612175459691
