instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry,entry_close,exit_close,hs_e,hs_x,gross,cost_model,e_exec,x_exec,e_hour,x_hour,e_lab_wd,x_lab_wd,e_lab_hour,x_lab_hour,e_sunday_open,x_sunday_open,e_fri_late,x_fri_late,e_fri20,x_fri20,act_e_ts,act_x_ts,dev_e_bps,dev_x_bps,act_e_hour,trunc_e,e_in_roll,act_x_hour,trunc_x,x_in_roll,fav_e_bps,fav_x_bps
EURUSD,2019-06-21 20:00:00+00:00,2019-06-28 20:00:00+00:00,-1,1.13676,-7.037545304213765e-05,31,2.250420847536917,0.0013128426393871537,1.13679,1.13681,2.6390098435067165e-05,2.638963415170521e-05,-1.759339895679446e-05,5.278205408534319e-05,2019-06-22 00:00:00+00:00,2019-06-29 00:00:00+00:00,0,0,4,4,20,20,False,False,True,True,False,False,2019-06-21 20:59:00,2019-06-28 20:59:00,-3.0778971806466604,-1.055473951782071,20,True,True,20,True,True,-3.0778971806466604,1.055473951782071
NZDUSD,2019-06-25 16:00:00+00:00,2019-07-01 20:00:00+00:00,-1,0.66415,-0.004517051870812236,26,2.0404193567983944,0.001815818186377983,0.66422,0.66708,0.00010538676944385895,0.00010493494033699106,-0.004305802294420458,0.00021124957639177822,2019-06-25 20:00:00+00:00,2019-07-02 00:00:00+00:00,20,0,1,0,16,20,False,False,False,False,False,False,2019-06-25 19:59:00,2019-07-01 23:59:00,-1.9567998795810837,-0.7494791120166155,19,False,False,23,False,False,-1.9567998795810837,0.7494791120166155
EURCAD,2019-07-01 08:00:00+00:00,2019-07-10 04:00:00+00:00,1,1.4861653581000003,-0.009140488994688396,42,2.0851940353145246,0.0010998940525814974,1.4860153581000002,1.47273108,0.00010094108326833718,0.00010185158854663406,-0.008939529479012442,0.00020095951567595388,2019-07-01 12:00:00+00:00,2019-07-10 08:00:00+00:00,12,8,0,2,8,4,False,False,False,False,False,False,2019-07-01 11:59:00,2019-07-10 07:59:00,0.4464439840190515,1.0735963622821032,11,False,False,7,False,False,-0.4464439840190515,1.0735963622821032
GBPUSD,2019-07-05 16:00:00+00:00,2019-07-11 00:00:00+00:00,1,1.2525249999999999,0.0006706452965009452,21,2.4443906336622736,0.0010973694793084418,1.25248,1.25341,3.5928717424629536e-05,3.590205918255001e-05,0.000742526826775558,7.188153027461283e-05,2019-07-05 20:00:00+00:00,2019-07-11 04:00:00+00:00,20,4,4,3,16,0,False,False,False,False,True,False,2019-07-05 19:59:00,2019-07-11 03:59:00,-0.6386919588674544,2.4738648152555776,19,False,False,3,False,False,0.6386919588674544,2.4738648152555776
NZDCAD,2019-07-08 16:00:00+00:00,2019-07-10 12:00:00+00:00,1,0.8670460528999998,0.004605807830672037,11,2.008728872201889,0.0012180316746863396,0.8668960528999998,0.8711895003999999,0.00017303112581746078,0.00017217838361358658,0.004952667030421187,0.0003468591997491501,2019-07-08 20:00:00+00:00,2019-07-10 16:00:00+00:00,20,16,0,2,16,12,False,False,False,False,False,False,2019-07-08 19:59:00,2019-07-10 15:59:00,-1.5850818037543846,0.3387425997725124,19,False,False,15,False,False,1.5850818037543846,0.3387425997725124
GBPAUD,2019-07-15 08:00:00+00:00,2019-07-23 12:00:00+00:00,1,1.7844849319064766,-0.0033461965640365215,38,2.0447601185030986,0.001223088700024659,1.7843349319064765,1.7786636945587562,8.406493496135964e-05,8.433297450151836e-05,-0.003178347991910302,0.00016784857212621962,2019-07-15 12:00:00+00:00,2019-07-23 16:00:00+00:00,12,16,0,1,8,12,False,False,False,False,False,False,2019-07-15 11:59:00,2019-07-23 15:59:00,0.642690249783584,7.646144722059933,11,False,False,15,False,False,-0.642690249783584,7.646144722059933
GBPCHF,2019-07-16 08:00:00+00:00,2019-07-18 08:00:00+00:00,1,1.2267131728000003,0.004398810267670937,12,3.1604354861320814,0.0015879200421176954,1.2265631728000002,1.2322592513,0.00012229292654986518,0.00012172763145560003,0.004643934064151534,0.0002451237964805966,2019-07-16 12:00:00+00:00,2019-07-18 12:00:00+00:00,12,12,1,3,8,8,False,False,False,False,False,False,2019-07-16 11:59:00,2019-07-18 11:59:00,1.1534800724333216,-0.1502031489430955,11,False,False,11,False,False,-1.1534800724333216,-0.1502031489430955
EURGBP,2019-07-16 08:00:00+00:00,2019-07-18 08:00:00+00:00,-1,0.9027077865027515,0.004534076570765173,12,2.7389892515419807,0.0009487606339462209,0.9028577865027515,0.8984648402777222,0.00016613912206597876,0.00016695144125354296,0.004865601527396124,0.00033152495663095125,2019-07-16 12:00:00+00:00,2019-07-18 12:00:00+00:00,12,12,1,3,8,8,False,False,False,False,False,False,2019-07-16 11:59:00,2019-07-18 11:59:00,-1.100439546455334,-0.6368754913066432,11,False,False,11,False,False,-1.100439546455334,0.6368754913066432
EURAUD,2019-07-16 12:00:00+00:00,2019-07-24 00:00:00+00:00,1,1.59756536532543,-0.0007347853313013728,34,2.147045208819428,0.00102626659726507,1.5974153653254302,1.5965414977291938,9.390168847502075e-05,9.39530855999354e-05,-0.0005470509519346356,0.0001877343793667372,2019-07-16 16:00:00+00:00,2019-07-24 04:00:00+00:00,16,4,1,2,12,0,False,False,False,False,False,False,2019-07-16 15:59:00,2019-07-24 03:59:00,4.0700865895937355,-0.5195377244004984,15,False,False,3,False,False,-4.0700865895937355,-0.5195377244004984
AUDNZD,2019-07-17 12:00:00+00:00,2019-07-22 20:00:00+00:00,1,1.0413407799104097,0.0015708831867191453,21,2.3104314015032603,0.0010993055897009305,1.0411907799104096,1.0431266046332162,0.00014406581665360783,0.0001437984606410676,0.001859241130595768,0.00028835794387662263,2019-07-17 16:00:00+00:00,2019-07-23 00:00:00+00:00,16,0,2,0,12,20,False,False,False,False,False,False,2019-07-17 15:59:00,2019-07-22 23:59:00,-3.055779300479289,3.1774171387399797,15,False,False,23,False,False,3.055779300479289,3.1774171387399797
GBPJPY,2019-07-18 04:00:00+00:00,2019-07-19 00:00:00+00:00,1,134.34929184,0.004176630574787393,5,2.1478249267822194,0.0014049040440218036,134.33429184,134.9254192,0.00011166173427903188,0.00011117252841560932,0.004400420413159134,0.00022378983837174123,2019-07-18 08:00:00+00:00,2019-07-19 04:00:00+00:00,8,4,3,4,4,0,False,False,False,False,False,False,2019-07-18 07:59:00,2019-07-19 03:59:00,1.7951818596895208,-0.06643996730226753,7,False,False,3,False,False,-1.7951818596895208,-0.06643996730226753
EURJPY,2019-07-18 12:00:00+00:00,2019-07-25 12:00:00+00:00,1,120.9823305,0.0010866710821049194,31,2.2547829706577787,0.0011686880672480272,120.9673305,121.1287985,0.00012400042175023446,0.00012383512579793317,0.0013348066732776775,0.0002481355911727581,2019-07-18 16:00:00+00:00,2019-07-25 16:00:00+00:00,16,16,3,3,12,12,False,False,False,False,False,False,2019-07-18 15:59:00,2019-07-25 15:59:00,1.9822717630257891,-1.6683660808758383,15,False,False,15,False,False,-1.9822717630257891,-1.6683660808758383
EURCHF,2019-07-19 12:00:00+00:00,2019-07-25 12:00:00+00:00,1,1.1022401287999999,0.001611619059754279,25,2.2108746944350885,0.001016164722833669,1.1020901288,1.10416652,0.0001361050208872899,0.00013584907464863182,0.0018840484509745625,0.00027242939122028363,2019-07-19 16:00:00+00:00,2019-07-25 16:00:00+00:00,16,16,4,3,12,12,False,False,False,False,False,False,2019-07-19 15:59:00,2019-07-25 15:59:00,0.4075948934989526,-2.4373750049722087,15,False,False,15,False,False,-0.4075948934989526,-2.4373750049722087
EURUSD,2019-07-25 12:00:00+00:00,2019-07-30 08:00:00+00:00,1,1.11553,-0.000403395695319602,18,2.117947450888737,0.000627744441093847,1.1155,1.11511,2.6893769610040344e-05,2.690317547147815e-05,-0.00034961900493046816,5.3776690389133837e-05,2019-07-25 16:00:00+00:00,2019-07-30 12:00:00+00:00,16,12,3,1,12,8,False,False,False,False,False,False,2019-07-25 15:59:00,2019-07-30 11:59:00,-2.957439753369373,1.9732888446410968,15,False,False,11,False,False,2.957439753369373,1.9732888446410968
AUDCAD,2019-07-30 16:00:00+00:00,2019-08-07 12:00:00+00:00,1,0.9041823187000001,-0.004641635003473928,36,2.079519895225756,0.0010118854758576835,0.9040323187,0.9001354343999999,0.00016592327165438096,0.00016664158999582656,-0.004310558615430726,0.00033107638804320133,2019-07-30 20:00:00+00:00,2019-08-07 16:00:00+00:00,20,16,1,2,16,12,False,False,False,False,False,False,2019-07-30 19:59:00,2019-08-07 15:59:00,-1.8114632223920069,2.437551745602118,19,False,False,15,False,False,1.8114632223920069,2.437551745602118
USDJPY,2019-08-01 04:00:00+00:00,2019-08-01 12:00:00+00:00,-1,109.13449999999999,0.007715250447841884,2,2.4559344760537822,0.0012745193226229013,109.138,108.289,3.206949000348183e-05,3.232091902224602e-05,0.007779142003701778,6.389155585989365e-05,2019-08-01 08:00:00+00:00,2019-08-01 16:00:00+00:00,8,16,3,3,4,12,False,False,False,False,False,False,2019-08-01 07:59:00,2019-08-01 15:59:00,1.5579036115886957,-0.7387092901922632,7,False,False,15,False,False,1.5579036115886957,0.7387092901922632
EURCHF,2019-08-02 12:00:00+00:00,2019-08-13 16:00:00+00:00,1,1.0914086125000002,-0.0007638306042781358,45,2.3810026001033293,0.0008678380215577738,1.0912586125000001,1.0907249612,0.00013745595982638808,0.00013752321193325598,-0.0004890236776939894,0.0002748069265841465,2019-08-02 16:00:00+00:00,2019-08-13 20:00:00+00:00,16,20,4,1,12,16,False,False,False,False,False,False,2019-08-02 15:59:00,2019-08-13 19:59:00,0.7451703761685025,-1.4070311851066553,15,False,False,19,False,False,-0.7451703761685025,-1.4070311851066553
GBPUSD,2019-08-09 12:00:00+00:00,2019-08-15 08:00:00+00:00,1,1.2083049999999997,0.004055267502824293,24,3.116774337598698,0.0015785926046536362,1.20826,1.21325,3.7243639613990375e-05,3.7090459509581704e-05,0.004129905814973744,7.463831214945139e-05,2019-08-09 16:00:00+00:00,2019-08-15 12:00:00+00:00,16,12,4,3,12,8,False,False,False,False,False,False,2019-08-09 15:59:00,2019-08-15 11:59:00,6.045398458007778,6.680742964599862,15,False,False,11,False,False,-6.045398458007778,6.680742964599862
AUDNZD,2019-08-19 00:00:00+00:00,2019-08-23 12:00:00+00:00,-1,1.0561099295972085,0.0005400543768136708,27,2.2124311641987453,0.001100653139389267,1.0562599295972086,1.055389572807333,0.0001420104993069278,0.00014212761227212097,0.0008239986820359757,0.00028394430522230495,2019-08-19 04:00:00+00:00,2019-08-23 16:00:00+00:00,4,16,0,4,0,12,False,False,False,False,False,False,2019-08-19 03:59:00,2019-08-23 15:59:00,1.4169034754951682,0.3210518175844612,3,False,False,15,False,False,1.4169034754951682,-0.3210518175844612
NZDCAD,2019-08-19 12:00:00+00:00,2019-08-20 00:00:00+00:00,1,0.8541580350000001,0.0008133448045126244,3,2.1118677652030926,0.001435217656733537,0.8540080350000001,0.85500276,0.00017564237554275469,0.0001754380301649553,0.0011647724134116189,0.00035142760889899445,2019-08-19 16:00:00+00:00,2019-08-20 04:00:00+00:00,16,4,0,1,12,0,False,False,False,False,False,False,2019-08-19 15:59:00,2019-08-20 03:59:00,2.475036454732127,4.154925081936156,15,False,False,3,False,False,-2.475036454732127,4.154925081936156
NZDUSD,2019-08-19 20:00:00+00:00,2019-09-03 12:00:00+00:00,1,0.64047,-0.01256889471794147,66,2.1436883236728774,0.00126675423107297,0.6404,0.63249,0.00010930668332292317,0.00011067368654049866,-0.01235165521549031,0.00021723950245116155,2019-08-20 00:00:00+00:00,2019-09-03 16:00:00+00:00,0,16,0,1,20,12,False,False,False,False,False,False,2019-08-19 23:59:00,2019-09-03 15:59:00,-2.8099534796599546,5.853318990065581,23,False,False,15,False,False,2.8099534796599546,5.853318990065581
NZDCAD,2019-08-22 04:00:00+00:00,2019-09-03 12:00:00+00:00,1,0.8490114530000001,-0.006957279880181042,52,2.3037616028006327,0.0013804709990666408,0.8488614529999999,0.8432546427,0.00017670728181834407,0.00017788221066855685,-0.0066050947185606335,0.00035218516162040855,2019-08-22 08:00:00+00:00,2019-09-03 16:00:00+00:00,8,16,3,1,4,12,False,False,False,False,False,False,2019-08-22 07:59:00,2019-09-03 15:59:00,1.6470935819068444,3.3772912183338555,7,False,False,15,False,False,-1.6470935819068444,3.3772912183338555
GBPAUD,2019-08-23 12:00:00+00:00,2019-08-29 04:00:00+00:00,-1,1.816894612420335,0.00393574513301774,23,2.0853331661373122,0.0028408330775349534,1.817044612420335,1.8095937782922955,8.255163300597083e-05,8.289153167931107e-05,0.004100523496841868,0.00016477836382412792,2019-08-23 16:00:00+00:00,2019-08-29 08:00:00+00:00,16,8,4,3,12,4,False,False,False,False,False,False,2019-08-23 15:59:00,2019-08-29 07:59:00,-0.7744677935084265,5.611746320846045,15,False,False,7,False,False,-0.7744677935084265,-5.611746320846045
EURJPY,2019-08-23 16:00:00+00:00,2019-08-29 04:00:00+00:00,1,117.379561,0.0016271998154774522,22,2.046755897040656,0.001508889984417138,117.364561,117.58556100000001,0.00012780689393964505,0.0001275666831236192,0.0018830215707108522,0.00025582175523339995,2019-08-23 20:00:00+00:00,2019-08-29 08:00:00+00:00,20,8,4,3,16,4,False,False,False,False,True,False,2019-08-23 19:59:00,2019-08-29 07:59:00,-3.563608115551009,5.095541876032339,19,False,False,7,False,False,3.563608115551009,5.095541876032339
AUDCHF,2019-08-26 00:00:00+00:00,2019-08-26 08:00:00+00:00,1,0.6579892948,0.007135990261706765,2,3.1497476715161996,0.0035800490260373373,0.6578392948,0.6628347,0.00022801921561344833,0.00022630076548496936,0.0075936558358356,0.0004576655741288351,2019-08-26 04:00:00+00:00,2019-08-26 12:00:00+00:00,4,12,0,0,0,8,False,False,False,False,False,False,2019-08-26 03:59:00,2019-08-26 11:59:00,-2.1194179967642945,-5.410456982181122,3,False,False,11,False,False,2.1194179967642945,-5.410456982181122
EURAUD,2019-08-26 00:00:00+00:00,2019-08-26 08:00:00+00:00,-1,1.6525037514462873,0.005552561528492258,2,3.185932499827921,0.002719634501370016,1.6526537514462871,1.6431781226903177,9.076311348867268e-05,9.128651235595219e-05,0.005733583787697172,0.0001810222592049139,2019-08-26 04:00:00+00:00,2019-08-26 12:00:00+00:00,4,12,0,0,0,8,False,False,False,False,False,False,2019-08-26 03:59:00,2019-08-26 11:59:00,1.2567550584385856,1.1440466206358302,3,False,False,11,False,False,1.2567550584385856,-1.1440466206358302
AUDNZD,2019-08-28 08:00:00+00:00,2019-09-06 04:00:00+00:00,-1,1.06190919395466,-0.004391985869933116,42,2.077931736257806,0.0014555559386786193,1.06205919395466,1.066423084129661,0.0001412350656665975,0.00014065712026706492,-0.004108895436187199,0.0002830904337459174,2019-08-28 12:00:00+00:00,2019-09-06 08:00:00+00:00,12,8,2,4,8,4,False,False,False,False,False,False,2019-08-28 11:59:00,2019-09-06 07:59:00,0.7608272715264874,-3.2692223433106182,11,False,False,7,False,False,0.7608272715264874,3.2692223433106182
EURUSD,2019-08-30 04:00:00+00:00,2019-09-04 12:00:00+00:00,1,1.1038,-0.0012502264903061964,21,2.1148191368302034,0.0006171567695530027,1.10377,1.10245,2.7179575455031396e-05,2.721211846342238e-05,-0.001195901320021342,5.432517028485439e-05,2019-08-30 08:00:00+00:00,2019-09-04 16:00:00+00:00,8,16,4,2,4,12,False,False,False,False,False,False,2019-08-30 07:59:00,2019-09-04 15:59:00,2.4467603081101963,-2.5391528297957766,7,False,False,15,False,False,-2.4467603081101963,-2.5391528297957766
EURJPY,2019-09-02 16:00:00+00:00,2019-09-04 08:00:00+00:00,1,116.51537298,0.004042353364657314,10,2.1735183005141785,0.0014668893555207416,116.50037298,117.00136929000001,0.00012875495259208396,0.00012820362779533754,0.004300383742857461,0.0002580303782001468,2019-09-02 20:00:00+00:00,2019-09-04 12:00:00+00:00,20,12,0,2,16,8,False,False,False,False,False,False,2019-09-02 19:59:00,2019-09-04 11:59:00,0.29452275266850236,5.961024276877058,19,False,False,11,False,False,-0.29452275266850236,5.961024276877058
EURCAD,2019-09-08 20:00:00+00:00,2019-09-12 12:00:00+00:00,1,1.4513318684999998,0.007670765688833219,22,2.027861120370994,0.0013942954940659843,1.4511818685,1.4626146952,0.00010336402573376006,0.00010255605970066422,0.00787828662152279,0.00020752093268957064,2019-09-09 00:00:00+00:00,2019-09-12 16:00:00+00:00,0,16,6,3,20,12,True,False,False,False,False,False,2019-09-08 23:59:00,2019-09-12 15:59:00,-2.7994901655037374,13.120439297868991,23,False,False,15,False,False,2.7994901655037374,13.120439297868991
GBPUSD,2019-09-13 20:00:00+00:00,2019-09-22 20:00:00+00:00,-1,1.2496950000000002,0.0021685291211058417,32,2.221153926182318,0.0018254301453016404,1.24974,1.24694,3.600748955782803e-05,3.608834426676504e-05,0.0022404660169316193,7.193689582577758e-05,2019-09-14 00:00:00+00:00,2019-09-23 00:00:00+00:00,0,0,4,6,20,20,False,True,True,False,False,False,2019-09-13 20:59:00,2019-09-22 23:59:00,-3.83932427892697,-0.24058317361297377,20,True,True,23,False,False,-3.83932427892697,0.24058317361297377
AUDNZD,2019-09-16 12:00:00+00:00,2019-09-19 00:00:00+00:00,-1,1.0806246811525744,0.004587947652758017,15,2.3144127622989537,0.0011818194164988638,1.0807746811525745,1.0755168316831683,0.00013878933566433566,0.00013946783126141522,0.004864889565879826,0.00027694191312180923,2019-09-16 16:00:00+00:00,2019-09-19 04:00:00+00:00,16,4,0,3,12,0,False,False,False,False,False,False,2019-09-16 15:59:00,2019-09-19 03:59:00,-1.4802396810242868,1.4458168459086096,15,False,False,3,False,False,-1.4802396810242868,-1.4458168459086096
GBPAUD,2019-09-17 16:00:00+00:00,2019-09-25 08:00:00+00:00,-1,1.8207620435776812,-0.005234564260741736,35,2.2751247230656477,0.0021274345918207457,1.820912043577681,1.8301429394983078,8.237630177088833e-05,8.19608112364814e-05,-0.005069380453154748,0.0001651838075869879,2019-09-17 20:00:00+00:00,2019-09-25 12:00:00+00:00,20,12,1,2,16,8,False,False,False,False,False,False,2019-09-17 19:59:00,2019-09-25 11:59:00,1.4603944039937033,-7.605261729451973,19,False,False,11,False,False,1.4603944039937033,7.605261729451973
GBPCHF,2019-09-17 16:00:00+00:00,2019-09-20 16:00:00+00:00,-1,1.2414684864,0.004445363261699118,18,2.113232433981245,0.002161988933450798,1.2416184864000002,1.235799708,0.00012081005690799289,0.00012137889257374708,0.004686446330926741,0.0002410830692276232,2019-09-17 20:00:00+00:00,2019-09-20 20:00:00+00:00,20,20,1,4,16,16,False,False,False,False,False,True,2019-09-17 19:59:00,2019-09-20 19:59:00,0.23161274062211135,-1.9657460330479992,19,False,False,19,False,False,0.23161274062211135,1.9657460330479992
USDCHF,2019-09-18 20:00:00+00:00,2019-09-19 04:00:00+00:00,-1,0.9969700000000001,0.004393311734555919,2,2.3636978607738843,0.0013369995541998832,0.99702,0.99254,5.0149445347134466e-05,5.0375803494065734e-05,0.004493390303103251,0.00010007856854733158,2019-09-19 00:00:00+00:00,2019-09-19 08:00:00+00:00,0,8,2,3,20,4,False,False,False,False,False,False,2019-09-18 23:59:00,2019-09-19 07:59:00,1.304055612956212,-3.122324621041006,23,False,False,7,False,False,1.304055612956212,3.122324621041006
EURGBP,2019-09-20 08:00:00+00:00,2019-09-24 04:00:00+00:00,1,0.8835052189091374,0.0010555752628681682,12,2.147390759721281,0.0016723801879099786,0.8833552189091375,0.884587825162833,0.00016980711359269063,0.00016957050021843603,0.001395368734242286,0.0003397934713741178,2019-09-20 12:00:00+00:00,2019-09-24 08:00:00+00:00,12,8,4,1,8,4,False,False,False,False,False,False,2019-09-20 11:59:00,2019-09-24 07:59:00,3.914542931198195,1.9002306441984196,11,False,False,7,False,False,-3.914542931198195,1.9002306441984196
EURCAD,2019-09-26 08:00:00+00:00,2019-10-02 12:00:00+00:00,1,1.4484697204000003,0.006307166709344115,26,2.267089540028761,0.001018994542843088,1.4483197204000002,1.4577554604,0.0001035682921990268,0.00010289791674581747,0.0065149565162268,0.0002077898068826847,2019-09-26 12:00:00+00:00,2019-10-02 16:00:00+00:00,12,16,3,2,8,12,False,False,False,False,False,False,2019-09-26 11:59:00,2019-10-02 15:59:00,-1.6511499817639663,9.085889712852069,11,False,False,15,False,False,1.6511499817639663,9.085889712852069
EURUSD,2019-09-26 08:00:00+00:00,2019-10-02 12:00:00+00:00,1,1.09325,0.0015458495312142256,26,2.0646011309350976,0.0015217232342027449,1.09322,1.09497,2.7441868974222935e-05,2.7398010904408342e-05,0.0016007756901630366,5.492615894881099e-05,2019-09-26 12:00:00+00:00,2019-10-02 16:00:00+00:00,12,16,3,2,8,12,False,False,False,False,False,False,2019-09-26 11:59:00,2019-10-02 15:59:00,2.2873454898131307,-2.739050645046426,11,False,False,15,False,False,-2.2873454898131307,-2.739050645046426
NZDUSD,2019-10-01 04:00:00+00:00,2019-10-02 16:00:00+00:00,1,0.62295,0.005971586804719443,9,2.2525503125931463,0.0017747095854491152,0.62288,0.62674,0.00011238119702029283,0.00011168905766346491,0.0061970202928332,0.0002254334881137566,2019-10-01 08:00:00+00:00,2019-10-02 20:00:00+00:00,8,20,1,2,4,16,False,False,False,False,False,False,2019-10-01 07:59:00,2019-10-02 19:59:00,-1.2841916013861532,-1.9143030341706169,7,False,False,19,False,False,1.2841916013861532,-1.9143030341706169
NZDCAD,2019-10-01 04:00:00+00:00,2019-10-02 12:00:00+00:00,1,0.82640032,0.007329629301208307,8,2.4244714864704595,0.0017664579529916855,0.82625032,0.8326075279999999,0.0001815430461800003,0.00018015691061587426,0.007694046036799129,0.000364416735590822,2019-10-01 08:00:00+00:00,2019-10-02 16:00:00+00:00,8,16,1,2,4,12,False,False,False,False,False,False,2019-10-01 07:59:00,2019-10-02 15:59:00,1.4398194286213695,6.319761840321014,7,False,False,15,False,False,-1.4398194286213695,6.319761840321014
AUDCAD,2019-10-01 08:00:00+00:00,2019-10-02 20:00:00+00:00,1,0.8890827504000002,0.005387157379720702,9,3.1189614161515586,0.0013435765084282413,0.8889327504,0.8940223790999999,0.0001687416735771107,0.0001677810349121271,0.005725549764827198,0.00033839238510649603,2019-10-01 12:00:00+00:00,2019-10-03 00:00:00+00:00,12,0,1,2,8,20,False,False,False,False,False,False,2019-10-01 11:59:00,2019-10-02 23:59:00,-2.3800139506702234,0.15499740389168792,11,False,False,23,False,False,2.3800139506702234,0.15499740389168792
EURCHF,2019-10-11 04:00:00+00:00,2019-10-17 12:00:00+00:00,-1,1.0978218364999999,-0.0006240352279603641,27,2.0887605402982317,0.0012804566294216397,1.0979718365,1.0983569160000002,0.00013661552602128152,0.00013656762916946025,-0.0003507189230169683,0.00027331630494339585,2019-10-11 08:00:00+00:00,2019-10-17 16:00:00+00:00,8,16,4,3,4,12,False,False,False,False,False,False,2019-10-11 07:59:00,2019-10-17 15:59:00,-2.196356176005221,-0.2760638410292948,7,False,False,15,False,False,-2.196356176005221,0.2760638410292948
USDCAD,2019-10-17 16:00:00+00:00,2019-10-29 12:00:00+00:00,1,1.3144200000000001,-0.00506687360204501,49,2.1437724319316542,0.0010384248864378643,1.31436,1.30782,4.564959371861591e-05,4.5877873101803e-05,-0.0049758057153290736,9.106788671593615e-05,2019-10-17 20:00:00+00:00,2019-10-29 16:00:00+00:00,20,16,3,1,16,12,False,False,False,False,False,False,2019-10-17 19:59:00,2019-10-29 15:59:00,1.1413701006679489,5.661474431557512,19,False,False,15,False,False,-1.1413701006679489,5.661474431557512
NZDUSD,2019-10-22 04:00:00+00:00,2019-10-24 12:00:00+00:00,-1,0.64256,0.007501245019920448,14,2.111699796958655,0.0017191212342559908,0.64263,0.63767,0.00010892737656194076,0.00010977464832907303,0.0077182826821033945,0.00021703766218294628,2019-10-22 08:00:00+00:00,2019-10-24 16:00:00+00:00,8,16,1,3,4,12,False,False,False,False,False,False,2019-10-22 07:59:00,2019-10-24 15:59:00,5.605119342333431,0.7841661177510062,7,False,False,15,False,False,5.605119342333431,-0.7841661177510062
EURCHF,2019-10-24 04:00:00+00:00,2019-10-25 20:00:00+00:00,-1,1.1036940662999999,0.0021464456250468015,10,2.0110996545646587,0.0005809386886173013,1.1038440663,1.1011750470000001,0.00013588875872910965,0.00013621812481916874,0.002417931464673395,0.00027148583962659364,2019-10-24 08:00:00+00:00,2019-10-26 00:00:00+00:00,8,0,3,4,4,20,False,False,False,True,False,False,2019-10-24 07:59:00,2019-10-25 20:59:00,3.0397252081315607,-3.9943779865148077,7,False,False,20,True,True,3.0397252081315607,3.9943779865148077
EURCAD,2019-10-25 16:00:00+00:00,2019-10-29 12:00:00+00:00,1,1.4467456958000002,0.0047986368441627954,12,2.474119101017575,0.0009909298202719196,1.4465956958,1.453838103,0.0001036917228742663,0.00010317517451941484,0.005006517868833438,0.0002078810246706423,2019-10-25 20:00:00+00:00,2019-10-29 16:00:00+00:00,20,16,4,1,16,12,False,False,False,False,True,False,2019-10-25 19:59:00,2019-10-29 15:59:00,-7.341881138803741,11.974959947984587,19,False,False,15,False,False,7.341881138803741,11.974959947984587
AUDNZD,2019-10-30 08:00:00+00:00,2019-10-31 08:00:00+00:00,-1,1.080421779411533,0.004690632670136901,6,2.335556671483361,0.0011125417112218036,1.080571779411533,1.0752039177154977,0.0001388153964947042,0.00013950842024339655,0.004967612331092552,0.00027697966095565144,2019-10-30 12:00:00+00:00,2019-10-31 12:00:00+00:00,12,12,2,3,8,8,False,False,False,False,False,False,2019-10-30 11:59:00,2019-10-31 11:59:00,-1.2711830202960517,-5.082996889257396,11,False,False,11,False,False,-1.2711830202960517,5.082996889257396
AUDCHF,2019-10-31 04:00:00+00:00,2019-10-31 12:00:00+00:00,-1,0.6832425879,0.005122607346180691,2,2.2057935321159268,0.0010311835332089932,0.6833925879,0.6795926044,0.00021949316199190228,0.0002207204713954065,0.005560469292880343,0.00043786194669965216,2019-10-31 08:00:00+00:00,2019-10-31 16:00:00+00:00,8,16,3,3,4,12,False,False,False,False,False,False,2019-10-31 07:59:00,2019-10-31 15:59:00,3.7737164457674055,-11.311889085476867,7,False,False,15,False,False,3.7737164457674055,11.311889085476867
EURAUD,2019-11-05 12:00:00+00:00,2019-11-11 08:00:00+00:00,1,1.6060123890468179,0.0017800242524341648,24,2.472909751342745,0.0012159050630819754,1.605862389046818,1.6090211300490311,9.340775462649363e-05,9.322438170555853e-05,0.001967006029755858,0.00018698177732169303,2019-11-05 16:00:00+00:00,2019-11-11 12:00:00+00:00,16,12,1,0,12,8,False,False,False,False,False,False,2019-11-05 15:59:00,2019-11-11 11:59:00,-7.973802658051143,3.4628570159700445,15,False,False,11,False,False,7.973802658051143,3.4628570159700445
AUDNZD,2019-11-06 08:00:00+00:00,2019-11-11 00:00:00+00:00,-1,1.0819571126031438,0.0014138736880689325,17,2.0069708456357374,0.0014143447968616373,1.0821071126031436,1.0802773619100152,0.00013861844012757324,0.0001388532290770106,0.00169091457935866,0.00027704089128972745,2019-11-06 12:00:00+00:00,2019-11-11 04:00:00+00:00,12,4,2,0,8,0,False,False,False,False,False,False,2019-11-06 11:59:00,2019-11-11 03:59:00,2.4242961419207454,-0.06389697136954808,11,False,False,3,False,False,2.4242961419207454,0.06389697136954808
NZDCAD,2019-11-19 20:00:00+00:00,2019-11-27 20:00:00+00:00,-1,0.8533992734,0.0015722722549953029,37,2.178502408329687,0.001458489525513254,0.8535492734,0.8519074974,0.00017573677897058594,0.00017607545473868487,0.0019234695068747198,0.000351197251879417,2019-11-20 00:00:00+00:00,2019-11-28 00:00:00+00:00,0,0,1,2,20,20,False,False,False,False,False,False,2019-11-19 23:59:00,2019-11-27 23:59:00,4.95383189113241,3.7604237798016804,23,False,False,23,False,False,4.95383189113241,-3.7604237798016804
