instr,is_cross,entry,exit,dir,ret,bars_held,z_entry,sig_label,sig_contig,z_sig,z_cf_med,z_cf_l5,spike_made_med,spike_made_l5,sig_minutes,sig_max1m,sig_spike5,sig_spike_share_net,sig_spike_share_hl,sig_last30_share,sig_stale_run,sig_net_move,sig_hl_range,ent_minutes,ent_max1m,ent_spike5,ent_spike_share_net,ent_spike_share_hl,ent_last30_share,ent_stale_run,ent_net_move,ent_hl_range,ent_close_drift,ent_drift_fav
USDJPY,False,2016-11-30 20:00:00+00:00,2016-12-05 00:00:00+00:00,-1,0.010594929258136905,14,2.0799160481479664,2016-11-30 16:00:00+00:00,True,2.0799160481479664,2.017891256530946,1.9938240015373456,False,True,240,0.0011364233612844998,0.25900000000000034,0.7824773413897219,0.5038910505836623,0.15105740181267882,3.0,0.33100000000000307,0.5139999999999958,239,0.002374945453538224,0.34499999999999886,0.8603491271820501,0.5476190476190498,0.7431421446384154,2.0,0.40099999999999625,0.6299999999999955,-0.0760520534054449,-0.0760520534054449
EURGBP,True,2016-12-01 12:00:00+00:00,2016-12-05 16:00:00+00:00,1,0.006221822094573102,14,2.737241078784539,2016-12-01 08:00:00+00:00,True,-2.737241078784539,-1.4956882229442743,-2.695788925386041,True,False,240,0.001299856524896198,0.0017648071798644915,0.3415715443363082,0.20759156170330814,-0.12672421161806044,1.0,-0.005166727759168599,0.008501343529496497,240,0.0009513151135229769,0.0014494531542943445,1.8332552592947036,0.3341179570982718,-0.6690940857066722,1.0,-0.0007906444816920821,0.004338148020784249,0.33741198711255366,-0.33741198711255366
GBPUSD,False,2016-12-01 12:00:00+00:00,2016-12-07 08:00:00+00:00,-1,0.002044187732496531,24,3.5678313755098796,2016-12-01 08:00:00+00:00,True,3.5678313755098796,2.076841745951895,3.564691734882623,False,False,240,0.0013280900917856941,0.0029799999999999827,0.3437139561707033,0.2153179190751421,-0.1983852364475147,2.0,0.008669999999999956,0.013840000000000074,240,0.00097957901738438,0.002610000000000001,52.19999999988987,0.2788461538461596,-20.99999999995559,2.0,-5.0000000000105516e-05,0.009359999999999813,0.009888262632232385,0.009888262632232385
EURJPY,True,2016-12-01 12:00:00+00:00,2016-12-04 20:00:00+00:00,-1,0.011713984342548327,9,2.134323542469307,2016-12-01 08:00:00+00:00,True,2.134323542469307,1.9818984540876254,2.1277497403714123,True,False,240,0.0007129825571148274,0.13328947999997354,0.409877870739902,0.33779286361444205,0.22643871107250582,1.0,0.32519315999998355,0.39458938999999305,240,0.000652557616065863,0.14180907999998738,1.5520800042727163,0.3711747110623671,-0.8274887070971283,2.0,-0.09136712000000102,0.3820547999999917,0.2066473644139267,0.2066473644139267
EURCAD,True,2016-12-02 12:00:00+00:00,2016-12-05 08:00:00+00:00,1,0.004858100533204157,6,2.0881097017271593,2016-12-02 08:00:00+00:00,True,-2.0881097017271593,-1.8379912712748852,-1.918151098530502,True,True,240,0.0005102162259772447,0.0015929029999999234,0.29959783547411845,0.2770361291024405,0.26180041126587683,1.0,-0.005316804100000017,0.005749802400000004,240,0.001003115219140871,0.003297082800000295,1.2696180521059484,0.6762783015721064,0.26744300493835915,1.0,0.002596909200000219,0.004875334300000089,0.12235141421279942,-0.12235141421279942
AUDCHF,True,2016-12-09 12:00:00+00:00,2016-12-14 16:00:00+00:00,-1,0.005257570751895848,20,2.556931362991041,2016-12-09 08:00:00+00:00,True,2.556931362991041,2.079640148865179,2.723038836817019,False,False,240,0.0006356791006233431,0.0008277798999999364,0.3249900955705226,0.18616458581420356,0.06815963156738052,1.0,0.0025470926999998644,0.00444649500000005,240,0.0005838731660457452,0.0007113830999998516,0.5373829583611003,0.2889364639452808,0.7952315307612201,1.0,-0.0013237916999999655,0.002462074500000022,-0.18329208671907202,-0.18329208671907202
EURJPY,True,2016-12-15 08:00:00+00:00,2016-12-19 08:00:00+00:00,-1,0.007158576283692426,13,2.045924338255397,2016-12-15 04:00:00+00:00,True,2.045924338255397,2.1492418066696075,1.9748507821757157,False,True,240,0.0005919277182915295,0.13927214000001698,79.42387070643673,0.506778250533938,-31.52953185855941,2.0,0.0017535300000020015,0.2748187000000115,240,0.0017490562447033398,0.3734177799999969,2.685503273439604,0.42555963612942854,2.798596269270039,1.0,-0.1390494599999954,0.8774746199999726,-0.34034613124399604,-0.34034613124399604
EURCHF,True,2016-12-19 16:00:00+00:00,2016-12-22 12:00:00+00:00,1,0.0028524560776092113,17,2.0505974700231437,2016-12-19 12:00:00+00:00,True,-2.0505974700231437,-1.517187151520273,-2.087131293359203,True,False,240,0.0007323110598665555,0.0011650666999998283,0.5120015971776407,0.4076394395204691,0.463470931268325,1.0,-0.0022755138000001285,0.002858081399999879,240,0.0004071151295239467,0.0005170455999998769,2.9018340555478814,0.4885369759165335,-0.9650834077432078,1.0,-0.00017817889999993675,0.0010583551000000746,0.10766150697843893,-0.10766150697843893
EURAUD,True,2016-12-22 12:00:00+00:00,2016-12-28 12:00:00+00:00,-1,-0.000977598611782196,25,2.469838817911305,2016-12-22 08:00:00+00:00,True,2.469838817911305,2.2299803093255464,2.4962043938099616,False,False,240,0.0008123751815552471,0.0016663435279444805,0.2389201887077177,0.17027940635408362,-0.376944698376186,1.0,0.00697447769883941,0.009785936911709925,240,0.001493631374851312,0.0031491429391521386,0.9378714954180615,0.5002522117807106,0.7862421848538377,1.0,-0.0033577552516919074,0.006295110476258303,-0.4592717797840574,-0.4592717797840574
AUDNZD,True,2016-12-29 20:00:00+00:00,2017-01-02 00:00:00+00:00,1,0.0027376544939307647,7,2.0305752412205784,2016-12-29 16:00:00+00:00,True,-2.0305752412205784,-1.8468407685774813,-2.008162248442267,True,False,240,0.00030037077245571864,0.0006596817068644789,0.41489966949346424,0.30087689645603705,-0.02665140146632246,2.0,-0.001589978868071551,0.002192530282765892,234,0.0005090409970025869,0.0008768112044301724,0.39404051816716135,0.3323628773361292,0.38661363456523506,3.0,0.002225180315233999,0.002638114134339453,0.07325719859934379,-0.07325719859934379
AUDCHF,True,2017-01-01 20:00:00+00:00,2017-01-02 20:00:00+00:00,1,0.0031659864900028937,6,2.1425442013846623,2016-12-30 20:00:00+00:00,False,-2.1425442013846623,-1.7857563866853379,-2.1425442013786604,True,False,120,0.0007111711898357687,0.0009575682999999335,0.7759237696104528,0.4567737748220986,-0.0,1.0,-0.0012341009999998764,0.0020963732000001123,83,0.0042060965966836394,0.003124492499999909,2.4489378191680946,0.7825461656385347,0.6949935266999895,9.0,0.0012758561999999252,0.00399272610000001,0.2614472046740155,-0.2614472046740155
GBPUSD,False,2017-01-11 16:00:00+00:00,2017-01-12 04:00:00+00:00,1,0.004210336622146773,3,2.281899429678326,2017-01-11 12:00:00+00:00,True,-2.281899429678326,-1.7944579940516352,-2.2654062694205748,True,False,240,0.0036526770972450107,0.005279999999999951,0.9134948096885893,0.6399999999999871,-0.34429065743944154,2.0,-0.005779999999999896,0.00825000000000009,240,0.0029752439331464375,0.007589999999999986,0.5540145985401431,0.3827534039334332,-0.08905109489051057,1.0,0.013700000000000045,0.019830000000000014,0.0,0.0
USDCHF,False,2017-01-17 12:00:00+00:00,2017-01-19 12:00:00+00:00,1,0.008248800582502764,12,2.9811155621540295,2017-01-17 08:00:00+00:00,True,-2.9811155621540295,-2.0897417222258117,-2.8438466538135185,False,False,240,0.001069064670321889,0.0012900000000000134,0.21571906354514925,0.1975497702909691,0.17391304347824635,2.0,-0.005980000000000096,0.006529999999999925,240,0.0007083884459760659,0.0013000000000000789,0.6046511627907073,0.38011695906436527,0.9162790697674135,2.0,0.0021500000000000963,0.0034199999999998676,0.37050105857445464,-0.37050105857445464
USDCAD,False,2017-01-17 12:00:00+00:00,2017-01-18 16:00:00+00:00,1,0.013022009569378072,7,2.472061104927171,2017-01-17 08:00:00+00:00,True,-2.472061104927171,-2.306533128194801,-2.414882090268733,False,False,240,0.0014427359226598102,0.0020999999999999908,0.4158415841584141,0.28301886792451925,0.059405940594052874,2.0,-0.005049999999999999,0.007420000000000204,240,0.0008190980428334216,0.0019299999999999873,1.1028571428571872,0.4639423076922864,-0.08571428571434372,2.0,0.0017499999999999183,0.004160000000000164,-0.2224969097651358,0.2224969097651358
EURUSD,False,2017-01-24 00:00:00+00:00,2017-01-26 12:00:00+00:00,-1,0.008169600535345975,15,2.14493132720981,2017-01-23 20:00:00+00:00,True,2.14493132720981,2.215243748148482,2.1762735250290435,False,False,240,0.0005301265452482412,0.0013900000000000023,1.0530303030303145,0.47440273037544733,-0.7575757575758494,3.0,0.0013199999999999878,0.002929999999999877,240,0.00040000558680672316,0.0008099999999999774,13.499999999961142,0.32793522267202985,-11.833333333299409,3.0,6.000000000017103e-05,0.0024700000000001943,-0.11851851851850564,-0.11851851851850564
USDCHF,False,2017-01-24 00:00:00+00:00,2017-01-27 00:00:00+00:00,1,0.0038317250787410478,18,2.0075008021897487,2017-01-23 20:00:00+00:00,True,-2.0075008021897487,-2.0758004908686596,-2.048972392821217,False,False,239,0.000501393885476395,0.0009500000000000064,0.7661290322580581,0.34296028880866036,-0.8225806451612947,4.0,-0.0012400000000000189,0.00277000000000005,240,0.00037095893308510854,0.0008000000000000229,2.105263157895152,0.3347280334728125,-1.9210526315792933,3.0,-0.00037999999999993594,0.0023900000000000032,0.12568215644122716,-0.12568215644122716
NZDUSD,False,2017-01-24 16:00:00+00:00,2017-02-01 00:00:00+00:00,-1,-0.002193405987032677,33,2.0815742819200413,2017-01-24 12:00:00+00:00,True,2.0815742819200413,1.7533541330268676,2.0758719850294396,True,False,240,0.0006336786634790759,0.0009900000000000464,0.44000000000000394,0.2302325581395413,-0.31111111111106504,2.0,0.0022500000000000853,0.0043000000000000815,240,0.00048299513113897463,0.0009000000000000119,0.6870229007633504,0.31914893617021195,-0.13740458015263618,3.0,-0.0013100000000000334,0.0028200000000000447,-0.02839564600095723,-0.02839564600095723
