instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry,f_z_depth,f_vol_entry,f_is_cross,f_is_jpy,f_slow_z_dir,f_er40,f_rsi_dist,f_vol_pctile,f_atr_pct,f_pre_ret_dir,f_slope_dir,f_dist_high,f_dist_low,f_hour,f_dow,mae,mfe,t_mae_bars,t_mfe_bars,worst_bar,worst_bar_t,max_gap_h,n_weekends,vol_expand,ret_from_mae,bleed_share,slowz_exit_dir,ever_pos_05,year,ev
AUDCHF,2016-09-13 16:00:00+00:00,2016-09-16 12:00:00+00:00,1,0.7291328586000001,0.005635592679076035,17,2.566008059257429,0.00207548647946786,2.566008059257429,0.00207548647946786,1.0,0.0,2.161299313379313,0.30963406141090527,9.742475777806703,0.7,0.19720879810595718,0.010723042373171565,0.05940903598891625,3.032622590616959,0.0,16.0,1.0,-0.004170031385700934,0.006048284603656695,8.0,17.0,-0.003001417076118895,8.0,4.0,0.0,1.121694926799415,0.01021831598935763,0.2975994256010724,0.9227688946428253,1.0,2016,
EURGBP,2016-09-26 08:00:00+00:00,2016-09-27 12:00:00+00:00,-1,0.8706012448581945,0.009782896008670194,7,2.1876562927802974,0.002052310048080732,2.1876562927802974,0.002052310048080732,1.0,0.0,1.8059590869186906,0.3694917295255287,6.748744053199715,0.62,0.15990395890489242,0.013395096991097866,0.12904214918389623,0.0,2.3836593441012512,8.0,0.0,-0.0,0.01012574084221074,0.0,7.0,-0.0013033241814837115,5.0,4.0,0.0,1.0568413024660719,0.01012574084221074,1.0,0.932697571318783,1.0,2016,
EURCHF,2016-09-29 20:00:00+00:00,2016-09-30 08:00:00+00:00,1,1.0839901646,0.003358230562306744,3,2.365867430462994,0.0008816988472378994,2.365867430462994,0.0008816988472378994,1.0,0.0,1.8797850404213403,0.23620569317813173,9.73318017482498,0.37,0.06322326285559252,0.0046862612733967746,0.03959718503806538,1.0848266284920614,0.0,20.0,3.0,-0.0012813604305877968,0.003635488911276852,2.0,3.0,-0.0011283908273053145,2.0,4.0,0.0,1.66330963874247,0.004916849341864649,0.8806193795040863,0.7925974085084977,0.0,2016,
GBPCHF,2016-10-05 20:00:00+00:00,2016-10-18 04:00:00+00:00,1,1.2423065568,-0.025803191510612306,52,2.044203515730112,0.001902175040190408,2.044203515730112,0.001902175040190408,1.0,0.0,1.8336586457246355,0.17379260110552194,3.8427270223483276,0.28,0.11047671003941589,0.0075466967803711205,0.06587780865664311,1.9103033588594154,0.0,20.0,2.0,-0.034989081337673644,0.0,24.0,0.0,-0.018128204835959005,6.0,48.0,2.0,3.0190958187537524,0.009424289342526704,0.2352744595063227,1.7394342598794155,0.0,2016,GBP_flash_2016
EURJPY,2016-10-06 08:00:00+00:00,2016-10-11 08:00:00+00:00,-1,115.90844214000002,0.007940312051544617,19,2.0545662757757386,0.0015537828295669872,2.0545662757757386,0.0015537828295669872,1.0,1.0,2.1206065324753833,0.4246307434311285,11.81781006838628,0.16,0.14525461252043634,0.008761222978588057,0.09018043460205567,0.0,3.128753635170689,8.0,3.0,-0.0011461274574606772,0.008198076096224582,1.0,19.0,-0.00228845395808408,14.0,48.0,1.0,1.2312463653109575,0.00934420355368526,0.23990471218574408,0.7410068558677215,1.0,2016,GBP_flash_2016
GBPUSD,2016-10-06 12:00:00+00:00,2016-10-18 04:00:00+00:00,1,1.2645049999999998,-0.031451042107385606,48,2.0320821699720213,0.002157015586130586,2.0320821699720213,0.002157015586130586,0.0,0.0,2.6351595672612884,0.4237659963436931,11.314638817154616,0.5,0.3355583537556834,0.00529516207595504,0.03106648012495178,2.968123084699726,0.0,12.0,3.0,-0.040981921136295285,0.0,20.0,0.0,-0.01792860193284096,2.0,48.0,2.0,3.4020962918990274,0.009600936368093893,0.2251464892243534,1.9151919002873434,0.0,2016,GBP_flash_2016
USDJPY,2016-10-06 16:00:00+00:00,2016-10-13 12:00:00+00:00,-1,104.0575,0.004151550825264878,30,2.1367245302453037,0.001549212644598695,2.1367245302453037,0.001549212644598695,0.0,1.0,2.1602932060785136,0.5010141987829632,16.89688029580948,0.08,0.3228712607497873,0.011188770401765469,0.11751183387384255,0.0,3.608851973620969,16.0,3.0,-0.004007264969585034,0.01155091725045898,24.0,9.0,-0.006938238148778031,24.0,48.0,1.0,1.6882741637673413,0.008225944397997287,0.2734848484848448,1.3470138307087351,1.0,2016,GBP_flash_2016
NZDUSD,2016-10-07 04:00:00+00:00,2016-10-14 00:00:00+00:00,1,0.71299,-0.003478309653711845,30,2.174826569658716,0.0019635419929479457,2.174826569658716,0.0019635419929479457,0.0,0.0,2.5579656188260573,0.24566768603465788,11.400327803301394,0.06,0.37261854678766765,0.007253135832718582,0.041131396515283344,2.6518019913055806,0.0,4.0,4.0,-0.011880715928855978,0.006031532289737962,25.0,5.0,-0.008542332940582376,12.0,48.0,1.0,1.667608953976404,0.00859844021769618,0.2575052854122641,1.8772520334596958,1.0,2016,GBP_flash_2016
USDCAD,2016-10-07 12:00:00+00:00,2016-10-10 12:00:00+00:00,-1,1.3306,0.01176161130317168,7,2.0022473467100594,0.0012641847292155692,2.0022473467100594,0.0012641847292155692,0.0,0.0,1.7523481422243246,0.31711766494375365,5.39195966363836,0.03,0.23311051870857336,0.0069563502298555235,0.07428414928851268,0.0,1.5948590843685828,12.0,4.0,-0.0,0.011851261779868727,0.0,7.0,-0.0014954984744411925,5.0,48.0,1.0,1.9496092238153226,0.011851261779868727,0.5801749271136879,0.6906629129773597,1.0,2016,GBP_flash_2016
AUDNZD,2016-10-12 12:00:00+00:00,2016-10-17 04:00:00+00:00,-1,1.0715948692838286,0.003817606053596714,17,2.1430660547823406,0.0012594232063192962,2.1430660547823406,0.0012594232063192962,1.0,0.0,2.4146586489732966,0.38402563222006897,9.90235175000187,0.07,0.12164573047720974,0.006646243408603647,0.054800389250919276,0.0,2.02888608407056,12.0,2.0,-0.0030026481645244463,0.0042813004974652236,14.0,9.0,-0.004154666691932651,11.0,48.0,1.0,1.5838154077434592,0.007099637276229309,0.3591594669014358,1.6197425780663712,0.0,2016,
USDCHF,2016-10-12 16:00:00+00:00,2016-10-18 00:00:00+00:00,-1,0.9900799999999998,0.0030906593406591558,21,2.082357064402869,0.0013423004786630923,2.082357064402869,0.0013423004786630923,0.0,0.0,2.3129221933691864,0.3475050346833744,12.19408508830216,0.17,0.23303920338242273,0.008338933349624211,0.05981704761200342,0.0,1.9246109882564473,16.0,2.0,-0.0003332895680365766,0.0035247896740832063,14.0,7.0,-0.0017573449951016062,9.0,48.0,1.0,1.0,0.0035247896740832063,0.33206106870226365,1.5453511965237443,0.0,2016,
AUDCHF,2016-10-18 04:00:00+00:00,2016-10-21 12:00:00+00:00,-1,0.7589127408,0.003684893993283184,20,2.2297193676516947,0.002414814101418127,2.2297193676516947,0.002414814101418127,1.0,0.0,2.7091756681249466,0.27999536080398596,3.3044131118342364,0.49,0.18302360312969054,0.0046321793600880845,0.041103586844029975,0.0,2.2061275475119593,4.0,1.0,-0.006697840016020029,0.004079390060347965,10.0,20.0,-0.005491532749462458,8.0,4.0,0.0,1.0547253152828284,0.010777230076367994,0.379961142841337,1.731052079579112,0.0,2016,
EURAUD,2016-10-18 08:00:00+00:00,2016-10-24 20:00:00+00:00,1,1.4335367751143782,-0.001030957464318817,28,2.0887049808093123,0.0019341117077425539,2.0887049808093123,0.0019341117077425539,1.0,0.0,2.901962256558808,0.39952862431998587,8.588629336858787,0.4,0.17590265984700496,0.005899849945981028,0.057400074014666624,2.9759652129804683,0.0,8.0,1.0,-0.008973713926753613,0.0006072710147857485,9.0,5.0,-0.005812881941930748,7.0,48.0,1.0,1.366509181622268,0.008151943097602699,0.2394925991286347,1.845302128246612,0.0,2016,
AUDUSD,2016-10-19 16:00:00+00:00,2016-10-20 12:00:00+00:00,-1,0.7717299999999999,0.010210825029479238,5,2.441050056259585,0.0020493964013418805,2.441050056259585,0.0020493964013418805,0.0,0.0,2.029062356504925,0.30562706877528456,5.928065446592356,0.39,0.30778917737693934,0.009804819939521758,0.025312454312323276,0.0,2.5291677469535943,16.0,2.0,-0.0010236210269900514,0.010313953639037532,1.0,5.0,-0.0011531933088874124,4.0,4.0,0.0,1.3712441901525805,0.011337574666027583,0.5297619047618801,0.7098733288332933,1.0,2016,
EURUSD,2016-10-21 04:00:00+00:00,2016-10-26 04:00:00+00:00,1,1.0882,0.003225510016541011,19,2.261531887122475,0.0012256889990049577,2.261531887122475,0.0012256889990049577,0.0,0.0,2.9031521798075977,0.2652559055118156,10.578080680206597,0.26,0.25035765379113256,0.006405642067664585,0.06492894544769111,2.084479659586948,0.0,4.0,4.0,-0.0014611687512061655,0.0032807373847834054,2.0,19.0,-0.0021320198130806434,2.0,48.0,1.0,1.1036822980357002,0.004741906135989571,0.3747980613893645,1.909791149712083,0.0,2016,
USDCAD,2016-10-21 16:00:00+00:00,2016-11-01 12:00:00+00:00,-1,1.33253,-0.0038573240377327155,43,2.2473101641005857,0.0018168747089413388,2.2473101641005857,0.0018168747089413388,0.0,0.0,1.9228127376629192,0.06168647425013989,10.760330013714892,0.58,0.32837888254692676,0.01465034113060426,0.12841768268773865,0.0,1.879146279230327,16.0,4.0,-0.00699389909874748,0.0013207363104931202,39.0,11.0,-0.003091723635926913,6.0,48.0,2.0,1.1944381429063045,0.0032267989404091146,0.14325452016688975,1.51581501368266,0.0,2016,
EURCHF,2016-10-21 16:00:00+00:00,2016-10-26 00:00:00+00:00,1,1.0810713801000003,0.0020420884694918214,15,2.2873323150251927,0.0008576464509796179,2.2873323150251927,0.0008576464509796179,1.0,0.0,2.8359166571340566,0.3407492941804475,10.321222542136695,0.33,0.0637819795267183,0.003809645849246701,0.03420757424638644,1.0673599580697153,0.0,16.0,4.0,-0.0007789207573284385,0.002480962213691873,6.0,11.0,-0.001405469840793816,6.0,48.0,1.0,1.2134639208221565,0.0030988336077598655,0.2897695267768554,1.724677801279418,0.0,2016,
